# CREATED BY GENE DIAGNOSTICS TOOL on Tue Dec 15 10:27:15 2020
# diag: zprofile, run(s): 0024, time window: 41-41.2542(7 steps), species: ions
# original data path: /ptmp/jproll/critgrad/TEMgradn/D3D/scanfiles0003/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.6854E+00  1.6854E+00
 -3.0434E+00  0.0000E+00  1.6900E+00  1.6900E+00
 -2.9452E+00  0.0000E+00  1.7111E+00  1.7111E+00
 -2.8471E+00  0.0000E+00  1.7481E+00  1.7481E+00
 -2.7489E+00  0.0000E+00  1.7970E+00  1.7970E+00
 -2.6507E+00  0.0000E+00  1.8537E+00  1.8537E+00
 -2.5525E+00  0.0000E+00  1.9148E+00  1.9148E+00
 -2.4544E+00  0.0000E+00  1.9797E+00  1.9797E+00
 -2.3562E+00  0.0000E+00  2.0514E+00  2.0514E+00
 -2.2580E+00  0.0000E+00  2.1360E+00  2.1360E+00
 -2.1598E+00  0.0000E+00  2.2395E+00  2.2395E+00
 -2.0617E+00  0.0000E+00  2.3660E+00  2.3660E+00
 -1.9635E+00  0.0000E+00  2.5176E+00  2.5176E+00
 -1.8653E+00  0.0000E+00  2.7013E+00  2.7013E+00
 -1.7671E+00  0.0000E+00  2.9237E+00  2.9237E+00
 -1.6690E+00  0.0000E+00  3.1931E+00  3.1931E+00
 -1.5708E+00  0.0000E+00  3.5174E+00  3.5174E+00
 -1.4726E+00  0.0000E+00  3.9044E+00  3.9044E+00
 -1.3744E+00  0.0000E+00  4.3629E+00  4.3629E+00
 -1.2763E+00  0.0000E+00  4.8996E+00  4.8996E+00
 -1.1781E+00  0.0000E+00  5.5226E+00  5.5226E+00
 -1.0799E+00  0.0000E+00  6.2367E+00  6.2367E+00
 -9.8175E-01  0.0000E+00  7.0436E+00  7.0436E+00
 -8.8357E-01  0.0000E+00  7.9311E+00  7.9311E+00
 -7.8540E-01  0.0000E+00  8.8838E+00  8.8838E+00
 -6.8722E-01  0.0000E+00  9.8732E+00  9.8732E+00
 -5.8905E-01  0.0000E+00  1.0862E+01  1.0862E+01
 -4.9087E-01  0.0000E+00  1.1809E+01  1.1809E+01
 -3.9270E-01  0.0000E+00  1.2675E+01  1.2675E+01
 -2.9452E-01  0.0000E+00  1.3416E+01  1.3416E+01
 -1.9635E-01  0.0000E+00  1.3985E+01  1.3985E+01
 -9.8175E-02  0.0000E+00  1.4341E+01  1.4341E+01
  0.0000E+00  0.0000E+00  1.4468E+01  1.4468E+01
  9.8175E-02  0.0000E+00  1.4357E+01  1.4357E+01
  1.9635E-01  0.0000E+00  1.4020E+01  1.4020E+01
  2.9452E-01  0.0000E+00  1.3476E+01  1.3476E+01
  3.9270E-01  0.0000E+00  1.2756E+01  1.2756E+01
  4.9087E-01  0.0000E+00  1.1904E+01  1.1904E+01
  5.8905E-01  0.0000E+00  1.0968E+01  1.0968E+01
  6.8722E-01  0.0000E+00  9.9893E+00  9.9893E+00
  7.8540E-01  0.0000E+00  9.0066E+00  9.0066E+00
  8.8357E-01  0.0000E+00  8.0521E+00  8.0521E+00
  9.8175E-01  0.0000E+00  7.1552E+00  7.1552E+00
  1.0799E+00  0.0000E+00  6.3337E+00  6.3337E+00
  1.1781E+00  0.0000E+00  5.5982E+00  5.5982E+00
  1.2763E+00  0.0000E+00  4.9518E+00  4.9518E+00
  1.3744E+00  0.0000E+00  4.3923E+00  4.3923E+00
  1.4726E+00  0.0000E+00  3.9138E+00  3.9138E+00
  1.5708E+00  0.0000E+00  3.5092E+00  3.5092E+00
  1.6690E+00  0.0000E+00  3.1715E+00  3.1715E+00
  1.7671E+00  0.0000E+00  2.8927E+00  2.8927E+00
  1.8653E+00  0.0000E+00  2.6642E+00  2.6642E+00
  1.9635E+00  0.0000E+00  2.4780E+00  2.4780E+00
  2.0617E+00  0.0000E+00  2.3281E+00  2.3281E+00
  2.1598E+00  0.0000E+00  2.2083E+00  2.2083E+00
  2.2580E+00  0.0000E+00  2.1127E+00  2.1127E+00
  2.3562E+00  0.0000E+00  2.0347E+00  2.0347E+00
  2.4544E+00  0.0000E+00  1.9684E+00  1.9684E+00
  2.5525E+00  0.0000E+00  1.9091E+00  1.9091E+00
  2.6507E+00  0.0000E+00  1.8541E+00  1.8541E+00
  2.7489E+00  0.0000E+00  1.8033E+00  1.8033E+00
  2.8471E+00  0.0000E+00  1.7580E+00  1.7580E+00
  2.9452E+00  0.0000E+00  1.7214E+00  1.7214E+00
  3.0434E+00  0.0000E+00  1.6965E+00  1.6965E+00
