# CREATED BY GENE DIAGNOSTICS TOOL on Wed Nov 25 10:44:45 2020
# diag: zprofile, run(s): 0012, time window: 100-103.9635(18 steps), species: ions
# original data path: /ptmp/jproll/critgrad/TEMgradn/W7X/bean/scanfiles0000/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.9031E-01  1.9031E-01
 -3.0925E+00  0.0000E+00  2.0059E-01  2.0059E-01
 -3.0434E+00  0.0000E+00  2.2966E-01  2.2966E-01
 -2.9943E+00  0.0000E+00  2.6210E-01  2.6210E-01
 -2.9452E+00  0.0000E+00  2.8206E-01  2.8206E-01
 -2.8962E+00  0.0000E+00  2.9828E-01  2.9828E-01
 -2.8471E+00  0.0000E+00  3.1033E-01  3.1033E-01
 -2.7980E+00  0.0000E+00  3.0677E-01  3.0677E-01
 -2.7489E+00  0.0000E+00  2.9518E-01  2.9518E-01
 -2.6998E+00  0.0000E+00  2.7164E-01  2.7164E-01
 -2.6507E+00  0.0000E+00  2.4403E-01  2.4403E-01
 -2.6016E+00  0.0000E+00  2.2003E-01  2.2003E-01
 -2.5525E+00  0.0000E+00  1.8928E-01  1.8928E-01
 -2.5035E+00  0.0000E+00  1.5932E-01  1.5932E-01
 -2.4544E+00  0.0000E+00  1.3593E-01  1.3593E-01
 -2.4053E+00  0.0000E+00  1.1839E-01  1.1839E-01
 -2.3562E+00  0.0000E+00  1.0351E-01  1.0351E-01
 -2.3071E+00  0.0000E+00  9.1383E-02  9.1383E-02
 -2.2580E+00  0.0000E+00  8.2210E-02  8.2210E-02
 -2.2089E+00  0.0000E+00  7.5987E-02  7.5987E-02
 -2.1598E+00  0.0000E+00  7.3422E-02  7.3422E-02
 -2.1108E+00  0.0000E+00  7.6756E-02  7.6756E-02
 -2.0617E+00  0.0000E+00  8.7628E-02  8.7628E-02
 -2.0126E+00  0.0000E+00  1.0629E-01  1.0629E-01
 -1.9635E+00  0.0000E+00  1.3375E-01  1.3375E-01
 -1.9144E+00  0.0000E+00  1.7417E-01  1.7417E-01
 -1.8653E+00  0.0000E+00  2.2511E-01  2.2511E-01
 -1.8162E+00  0.0000E+00  2.6967E-01  2.6967E-01
 -1.7671E+00  0.0000E+00  3.1860E-01  3.1860E-01
 -1.7181E+00  0.0000E+00  3.5862E-01  3.5862E-01
 -1.6690E+00  0.0000E+00  3.7490E-01  3.7490E-01
 -1.6199E+00  0.0000E+00  3.8784E-01  3.8784E-01
 -1.5708E+00  0.0000E+00  3.8074E-01  3.8074E-01
 -1.5217E+00  0.0000E+00  3.5818E-01  3.5818E-01
 -1.4726E+00  0.0000E+00  3.3418E-01  3.3418E-01
 -1.4235E+00  0.0000E+00  2.9679E-01  2.9679E-01
 -1.3744E+00  0.0000E+00  2.6349E-01  2.6349E-01
 -1.3254E+00  0.0000E+00  2.3004E-01  2.3004E-01
 -1.2763E+00  0.0000E+00  1.9992E-01  1.9992E-01
 -1.2272E+00  0.0000E+00  1.7995E-01  1.7995E-01
 -1.1781E+00  0.0000E+00  1.6613E-01  1.6613E-01
 -1.1290E+00  0.0000E+00  1.5772E-01  1.5772E-01
 -1.0799E+00  0.0000E+00  1.5154E-01  1.5154E-01
 -1.0308E+00  0.0000E+00  1.4525E-01  1.4525E-01
 -9.8175E-01  0.0000E+00  1.3983E-01  1.3983E-01
 -9.3266E-01  0.0000E+00  1.3832E-01  1.3832E-01
 -8.8357E-01  0.0000E+00  1.4407E-01  1.4407E-01
 -8.3449E-01  0.0000E+00  1.5831E-01  1.5831E-01
 -7.8540E-01  0.0000E+00  1.7628E-01  1.7628E-01
 -7.3631E-01  0.0000E+00  1.8757E-01  1.8757E-01
 -6.8722E-01  0.0000E+00  1.9023E-01  1.9023E-01
 -6.3814E-01  0.0000E+00  1.9379E-01  1.9379E-01
 -5.8905E-01  0.0000E+00  1.9585E-01  1.9585E-01
 -5.3996E-01  0.0000E+00  1.9949E-01  1.9949E-01
 -4.9087E-01  0.0000E+00  2.0288E-01  2.0288E-01
 -4.4179E-01  0.0000E+00  2.0838E-01  2.0838E-01
 -3.9270E-01  0.0000E+00  2.1742E-01  2.1742E-01
 -3.4361E-01  0.0000E+00  2.2791E-01  2.2791E-01
 -2.9452E-01  0.0000E+00  2.3681E-01  2.3681E-01
 -2.4544E-01  0.0000E+00  2.4377E-01  2.4377E-01
 -1.9635E-01  0.0000E+00  2.4506E-01  2.4506E-01
 -1.4726E-01  0.0000E+00  2.4537E-01  2.4537E-01
 -9.8175E-02  0.0000E+00  2.4355E-01  2.4355E-01
