# CREATED BY GENE DIAGNOSTICS TOOL on Tue Dec 15 10:26:59 2020
# diag: zprofile, run(s): 0023, time window: 519-619.2(2590 steps), species: ions
# original data path: /ptmp/jproll/critgrad/TEMgradn/D3D/scanfiles0003/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  3.7619E-04  3.7619E-04
 -3.0434E+00  0.0000E+00  3.7749E-04  3.7749E-04
 -2.9452E+00  0.0000E+00  3.9020E-04  3.9020E-04
 -2.8471E+00  0.0000E+00  4.1150E-04  4.1150E-04
 -2.7489E+00  0.0000E+00  4.3672E-04  4.3672E-04
 -2.6507E+00  0.0000E+00  4.6111E-04  4.6111E-04
 -2.5525E+00  0.0000E+00  4.8183E-04  4.8183E-04
 -2.4544E+00  0.0000E+00  4.9872E-04  4.9872E-04
 -2.3562E+00  0.0000E+00  5.1444E-04  5.1444E-04
 -2.2580E+00  0.0000E+00  5.3274E-04  5.3274E-04
 -2.1598E+00  0.0000E+00  5.5630E-04  5.5630E-04
 -2.0617E+00  0.0000E+00  5.8531E-04  5.8531E-04
 -1.9635E+00  0.0000E+00  6.1796E-04  6.1796E-04
 -1.8653E+00  0.0000E+00  6.5262E-04  6.5262E-04
 -1.7671E+00  0.0000E+00  6.8833E-04  6.8833E-04
 -1.6690E+00  0.0000E+00  7.2530E-04  7.2530E-04
 -1.5708E+00  0.0000E+00  7.6415E-04  7.6415E-04
 -1.4726E+00  0.0000E+00  8.0560E-04  8.0560E-04
 -1.3744E+00  0.0000E+00  8.5031E-04  8.5031E-04
 -1.2763E+00  0.0000E+00  8.9829E-04  8.9829E-04
 -1.1781E+00  0.0000E+00  9.4980E-04  9.4980E-04
 -1.0799E+00  0.0000E+00  1.0047E-03  1.0047E-03
 -9.8175E-01  0.0000E+00  1.0630E-03  1.0630E-03
 -8.8357E-01  0.0000E+00  1.1235E-03  1.1235E-03
 -7.8540E-01  0.0000E+00  1.1865E-03  1.1865E-03
 -6.8722E-01  0.0000E+00  1.2522E-03  1.2522E-03
 -5.8905E-01  0.0000E+00  1.3216E-03  1.3216E-03
 -4.9087E-01  0.0000E+00  1.3960E-03  1.3960E-03
 -3.9270E-01  0.0000E+00  1.4753E-03  1.4753E-03
 -2.9452E-01  0.0000E+00  1.5552E-03  1.5552E-03
 -1.9635E-01  0.0000E+00  1.6264E-03  1.6264E-03
 -9.8175E-02  0.0000E+00  1.6764E-03  1.6764E-03
  0.0000E+00  0.0000E+00  1.6936E-03  1.6936E-03
  9.8175E-02  0.0000E+00  1.6726E-03  1.6726E-03
  1.9635E-01  0.0000E+00  1.6179E-03  1.6179E-03
  2.9452E-01  0.0000E+00  1.5411E-03  1.5411E-03
  3.9270E-01  0.0000E+00  1.4543E-03  1.4543E-03
  4.9087E-01  0.0000E+00  1.3673E-03  1.3673E-03
  5.8905E-01  0.0000E+00  1.2864E-03  1.2864E-03
  6.8722E-01  0.0000E+00  1.2135E-03  1.2135E-03
  7.8540E-01  0.0000E+00  1.1476E-03  1.1476E-03
  8.8357E-01  0.0000E+00  1.0868E-03  1.0868E-03
  9.8175E-01  0.0000E+00  1.0297E-03  1.0297E-03
  1.0799E+00  0.0000E+00  9.7566E-04  9.7566E-04
  1.1781E+00  0.0000E+00  9.2452E-04  9.2452E-04
  1.2763E+00  0.0000E+00  8.7651E-04  8.7651E-04
  1.3744E+00  0.0000E+00  8.3171E-04  8.3171E-04
  1.4726E+00  0.0000E+00  7.8993E-04  7.8993E-04
  1.5708E+00  0.0000E+00  7.5079E-04  7.5079E-04
  1.6690E+00  0.0000E+00  7.1386E-04  7.1386E-04
  1.7671E+00  0.0000E+00  6.7852E-04  6.7852E-04
  1.8653E+00  0.0000E+00  6.4466E-04  6.4466E-04
  1.9635E+00  0.0000E+00  6.1302E-04  6.1302E-04
  2.0617E+00  0.0000E+00  5.8537E-04  5.8537E-04
  2.1598E+00  0.0000E+00  5.6316E-04  5.6316E-04
  2.2580E+00  0.0000E+00  5.4638E-04  5.4638E-04
  2.3562E+00  0.0000E+00  5.3289E-04  5.3289E-04
  2.4544E+00  0.0000E+00  5.1947E-04  5.1947E-04
  2.5525E+00  0.0000E+00  5.0317E-04  5.0317E-04
  2.6507E+00  0.0000E+00  4.8253E-04  4.8253E-04
  2.7489E+00  0.0000E+00  4.5787E-04  4.5787E-04
  2.8471E+00  0.0000E+00  4.3124E-04  4.3124E-04
  2.9452E+00  0.0000E+00  4.0607E-04  4.0607E-04
  3.0434E+00  0.0000E+00  3.8647E-04  3.8647E-04
